@date: 2014-06-26
@url: http://www.quanthistling.info/data/source/yagkug1998/dictionary-8-158.html
@source_title: DICCIONARIO AGUARUNA CASTELLANO
@source_author: Yagkug, Abel Uwarai, Suikai, Isaac Paz, Regan, Jaime S.J.
@source_year: 1998
QLCID	HEAD	HEAD_DOCULECT	TRANSLATION	TRANSLATION_DOCULECT	POS
yagkug1998/8/15	aápet	Aguaruna	colocar algo en la boca de otro	Castellano	v
yagkug1998/8/15	aápet	Aguaruna	embocar	Castellano	v
yagkug1998/8/15	aápatasa	Aguaruna	colocar algo en la boca de otro	Castellano	v
yagkug1998/8/15	aápatasa	Aguaruna	embocar	Castellano	v
yagkug1998/8/15	áapeamu	Aguaruna	colocar algo en la boca de otro	Castellano	v
yagkug1998/8/15	áapeamu	Aguaruna	embocar	Castellano	v
yagkug1998/8/16	aátus	Aguaruna	así	Castellano	conj
yagkug1998/8/16	aátus	Aguaruna	de esa manera	Castellano	conj
yagkug1998/8/17	achá	Aguaruna	no sé	Castellano	interj
yagkug1998/8/18	achám	Aguaruna	nombre masculino	Castellano	n
yagkug1998/8/18	achampí	Aguaruna	nombre masculino	Castellano	n
yagkug1998/8/19	achám	Aguaruna	sal con ají molido	Castellano	n
yagkug1998/8/19	achampí	Aguaruna	sal con ají molido	Castellano	n
yagkug1998/8/20	achampásh	Aguaruna	nombre masculino	Castellano	n
yagkug1998/8/20	achampáshi	Aguaruna	nombre masculino	Castellano	n
yagkug1998/8/21	achánta	Aguaruna	no sé! (expresión de admiración o extrañeza)	Castellano	interj
yagkug1998/8/22	achápait	Aguaruna	colocar boca abajo	Castellano	v
yagkug1998/8/22	achápaiktasa	Aguaruna	colocar boca abajo	Castellano	v
yagkug1998/8/22	achápaimau	Aguaruna	colocar boca abajo	Castellano	v
yagkug1998/8/23	achayá̱p	Aguaruna	especie de pajarito pequeño	Castellano	n
yagkug1998/8/23	achayá̱p	Aguaruna	vive en los arbustos y come insectos	Castellano	n
yagkug1998/8/23	achayá̱p	Aguaruna	uno de los pájaros valientes que vencieron a ugkáju	Castellano	n
yagkug1998/8/23	achayá̱pi	Aguaruna	especie de pajarito pequeño	Castellano	n
yagkug1998/8/23	achayá̱pi	Aguaruna	vive en los arbustos y come insectos	Castellano	n
yagkug1998/8/23	achayá̱pi	Aguaruna	uno de los pájaros valientes que vencieron a ugkáju	Castellano	n
yagkug1998/8/24	achayáp	Aguaruna	nombre masculino	Castellano	n
yagkug1998/8/24	achayápi	Aguaruna	nombre masculino	Castellano	n
yagkug1998/8/25	achiámu	Aguaruna	clavado	Castellano	n
yagkug1998/8/25	achiámu	Aguaruna	clavado	Castellano	n
yagkug1998/8/26	achíchtai	Aguaruna	intocable	Castellano	adj
yagkug1998/8/26	achíchtai	Aguaruna	virgen	Castellano	adj
yagkug1998/8/26	achíchtai	Aguaruna	santa	Castellano	adj
yagkug1998/8/26	achíchtai	Aguaruna	intocable	Castellano	adj
yagkug1998/8/26	achíchtai	Aguaruna	virgen	Castellano	adj
yagkug1998/8/26	achíchtai	Aguaruna	santa	Castellano	adj
yagkug1998/8/27	achíjattai	Aguaruna	cárcel	Castellano	n
yagkug1998/8/27	achíjattai	Aguaruna	prisión	Castellano	n
yagkug1998/8/27	achíjattai	Aguaruna	cárcel	Castellano	n
yagkug1998/8/27	achíjattai	Aguaruna	prisión	Castellano	n
yagkug1998/8/28	achíjtut	Aguaruna	asar algo para otra persona	Castellano	v
yagkug1998/8/28	achijtuátasa	Aguaruna	asar algo para otra persona	Castellano	v
yagkug1998/8/28	achíjtamu	Aguaruna	asar algo para otra persona	Castellano	v
yagkug1998/8/29	achijuámu	Aguaruna	asado (pescado	Castellano	n|adj
yagkug1998/8/29	achijuámu	Aguaruna	carne	Castellano	n|adj
yagkug1998/8/29	achijuámu	Aguaruna	pellejo	Castellano	n|adj
yagkug1998/8/29	achijuámu	Aguaruna	yuca	Castellano	n|adj
yagkug1998/8/29	achijuámu	Aguaruna	etc)	Castellano	n|adj
yagkug1998/8/29	achijuámu	Aguaruna	asado (pescado	Castellano	n|adj
yagkug1998/8/29	achijuámu	Aguaruna	carne	Castellano	n|adj
yagkug1998/8/29	achijuámu	Aguaruna	pellejo	Castellano	n|adj
yagkug1998/8/29	achijuámu	Aguaruna	yuca	Castellano	n|adj
yagkug1998/8/29	achijuámu	Aguaruna	etc)	Castellano	n|adj
yagkug1998/8/30	achijú̱t	Aguaruna	agarrar para otra persona	Castellano	v
yagkug1998/8/30	achijú̱t	Aguaruna	asar varios	Castellano	v
yagkug1998/8/30	achigkátasa	Aguaruna	agarrar para otra persona	Castellano	v
yagkug1998/8/30	achigkátasa	Aguaruna	asar varios	Castellano	v
yagkug1998/8/30	achíjmau	Aguaruna	agarrar para otra persona	Castellano	v
yagkug1998/8/30	achíjmau	Aguaruna	asar varios	Castellano	v
yagkug1998/8/31	achijú̱t	Aguaruna	asar carne	Castellano	v
yagkug1998/8/31	achijú̱t	Aguaruna	pescado	Castellano	v
yagkug1998/8/31	achijú̱t	Aguaruna	yuca o plátano	Castellano	v
yagkug1998/8/31	achiju̱átasa	Aguaruna	asar carne	Castellano	v
yagkug1998/8/31	achiju̱átasa	Aguaruna	pescado	Castellano	v
yagkug1998/8/31	achiju̱átasa	Aguaruna	yuca o plátano	Castellano	v
yagkug1998/8/31	achíjmau	Aguaruna	asar carne	Castellano	v
yagkug1998/8/31	achíjmau	Aguaruna	pescado	Castellano	v
yagkug1998/8/31	achíjmau	Aguaruna	yuca o plátano	Castellano	v
yagkug1998/8/32	achikmáu	Aguaruna	prisionero	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	preso	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	detenido	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	encarcelado	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	recluido	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	penado	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	arrestado	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	prisionero	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	preso	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	detenido	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	encarcelado	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	recluido	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	penado	Castellano	n
yagkug1998/8/32	achikmáu	Aguaruna	arrestado	Castellano	n
yagkug1998/8/33	achimáin	Aguaruna	objeto tocable	Castellano	adj
yagkug1998/8/33	achimáin	Aguaruna	que se puede agarrar	Castellano	adj
yagkug1998/8/33	achimáin	Aguaruna	objeto muy seco que se puede encender por el fuego	Castellano	adj
yagkug1998/8/33	achimáinu	Aguaruna	objeto tocable	Castellano	adj
yagkug1998/8/33	achimáinu	Aguaruna	que se puede agarrar	Castellano	adj
yagkug1998/8/33	achimáinu	Aguaruna	objeto muy seco que se puede encender por el fuego	Castellano	adj
yagkug1998/8/34	achimáinchau	Aguaruna	intocable	Castellano	adj
yagkug1998/8/34	achimáinchau	Aguaruna	que no se puede agarrar	Castellano	adj
yagkug1998/8/34	achimáinchau	Aguaruna	intocable	Castellano	adj
yagkug1998/8/34	achimáinchau	Aguaruna	que no se puede agarrar	Castellano	adj
yagkug1998/8/35	achimát	Aguaruna	agarrarse en algún objeto	Castellano	v
yagkug1998/8/35	achimkátasa	Aguaruna	agarrarse en algún objeto	Castellano	v
yagkug1998/8/35	achímau	Aguaruna	agarrarse en algún objeto	Castellano	v
yagkug1998/8/36	achimtái	Aguaruna	pasamano	Castellano	n
yagkug1998/8/36	achimtái	Aguaruna	asidero	Castellano	n
yagkug1998/8/36	achimtái	Aguaruna	pasamano	Castellano	n
yagkug1998/8/36	achimtái	Aguaruna	asidero	Castellano	n
yagkug1998/8/37	achímtikat	Aguaruna	pegar	Castellano	v
yagkug1998/8/37	achímtikat	Aguaruna	hacer agarrar algo a alguien	Castellano	v
yagkug1998/8/37	achímtikat	Aguaruna	conectar	Castellano	v
yagkug1998/8/37	achímtikat	Aguaruna	enlazar	Castellano	v
yagkug1998/8/37	achímtikasa	Aguaruna	pegar	Castellano	v
yagkug1998/8/37	achímtikasa	Aguaruna	hacer agarrar algo a alguien	Castellano	v
yagkug1998/8/37	achímtikasa	Aguaruna	conectar	Castellano	v
yagkug1998/8/37	achímtikasa	Aguaruna	enlazar	Castellano	v
yagkug1998/8/37	achímtikamu	Aguaruna	pegar	Castellano	v
yagkug1998/8/37	achímtikamu	Aguaruna	hacer agarrar algo a alguien	Castellano	v
yagkug1998/8/37	achímtikamu	Aguaruna	conectar	Castellano	v
yagkug1998/8/37	achímtikamu	Aguaruna	enlazar	Castellano	v
yagkug1998/8/38	achinít	Aguaruna	agarrarse mutuamente	Castellano	v
yagkug1998/8/38	achinít	Aguaruna	darse la mano	Castellano	v
yagkug1998/8/38	achiníktasa	Aguaruna	agarrarse mutuamente	Castellano	v
yagkug1998/8/38	achiníktasa	Aguaruna	darse la mano	Castellano	v
yagkug1998/8/38	achiníamu	Aguaruna	agarrarse mutuamente	Castellano	v
yagkug1998/8/38	achiníamu	Aguaruna	darse la mano	Castellano	v
yagkug1998/8/39	achis	Aguaruna	nombre masculino	Castellano	n
yagkug1998/8/39	achísa	Aguaruna	nombre masculino	Castellano	n
yagkug1998/8/40	achít	Aguaruna	clavar	Castellano	v
yagkug1998/8/40	achít	Aguaruna	hincar un objeto	Castellano	v
yagkug1998/8/40	achiátasa	Aguaruna	clavar	Castellano	v
yagkug1998/8/40	achiátasa	Aguaruna	hincar un objeto	Castellano	v
yagkug1998/8/40	achíamu	Aguaruna	clavar	Castellano	v
yagkug1998/8/40	achíamu	Aguaruna	hincar un objeto	Castellano	v
yagkug1998/8/41	achít	Aguaruna	sacar la chonta	Castellano	v
yagkug1998/8/41	achíjtasa	Aguaruna	sacar la chonta	Castellano	v
yagkug1998/8/41	achíamu	Aguaruna	sacar la chonta	Castellano	v
yagkug1998/8/42	achít	Aguaruna	agarrar	Castellano	v
yagkug1998/8/42	achít	Aguaruna	apresar	Castellano	v
yagkug1998/8/42	achíktasa	Aguaruna	agarrar	Castellano	v
yagkug1998/8/42	achíktasa	Aguaruna	apresar	Castellano	v
yagkug1998/8/42	achíamu	Aguaruna	agarrar	Castellano	v
yagkug1998/8/42	achíamu	Aguaruna	apresar	Castellano	v
yagkug1998/9/1	achitái	Aguaruna	martillo	Castellano	n
yagkug1998/9/1	achitái	Aguaruna	objeto tocable	Castellano	n
yagkug1998/9/1	achitái	Aguaruna	martillo	Castellano	n
yagkug1998/9/1	achitái	Aguaruna	objeto tocable	Castellano	n
yagkug1998/9/2	achitút	Aguaruna	clavar una cosa para otra persona	Castellano	v
yagkug1998/9/2	achituátasa	Aguaruna	clavar una cosa para otra persona	Castellano	v
yagkug1998/9/2	achítmau	Aguaruna	clavar una cosa para otra persona	Castellano	v
yagkug1998/9/3	áchu	Aguaruna	aguaje	Castellano	n
yagkug1998/9/3	achú	Aguaruna	aguaje	Castellano	n
yagkug1998/9/4	achu	Aguaruna	comunidades en el distrito de imaza y cenepa	Castellano	n
yagkug1998/9/4	achú	Aguaruna	comunidades en el distrito de imaza y cenepa	Castellano	n
yagkug1998/9/5	achu	Aguaruna	nombre masculino	Castellano	n
yagkug1998/9/5	achú	Aguaruna	nombre masculino	Castellano	n
yagkug1998/9/6	achúag	Aguaruna	nombre masculino y femenino	Castellano	n
yagkug1998/9/6	achúagka	Aguaruna	nombre masculino y femenino	Castellano	n
yagkug1998/9/7	achuák	Aguaruna	comunidad en el distrito de nieva	Castellano	n
yagkug1998/9/7	achuák	Aguaruna	especie de palmera	Castellano	n
yagkug1998/9/7	achuáka	Aguaruna	comunidad en el distrito de nieva	Castellano	n
yagkug1998/9/7	achuáka	Aguaruna	especie de palmera	Castellano	n
yagkug1998/9/8	achuím	Aguaruna	comunidad en el distrito de cenepa limita con el ecuador	Castellano	n
yagkug1998/9/8	achuím	Aguaruna	lugar donde abundó aguaje	Castellano	n
yagkug1998/9/8	achuími	Aguaruna	comunidad en el distrito de cenepa limita con el ecuador	Castellano	n
yagkug1998/9/8	achuími	Aguaruna	lugar donde abundó aguaje	Castellano	n
yagkug1998/9/9	achúp	Aguaruna	nombre masculino	Castellano	n
yagkug1998/9/9	achupí	Aguaruna	nombre masculino	Castellano	n
yagkug1998/9/10	achuúnts	Aguaruna	nombre de riachuelo o río	Castellano	n
yagkug1998/9/10	achuúntsa	Aguaruna	nombre de riachuelo o río	Castellano	n
yagkug1998/9/11	aéhaet	Aguaruna	medianoche	Castellano	n
yagkug1998/9/11	aéhaeta	Aguaruna	medianoche	Castellano	n
yagkug1998/9/12	aénts ámpush	Aguaruna	especie de búho	Castellano	n
yagkug1998/9/12	aénts ámpush	Aguaruna	su cuello parece tener un collar de dientes	Castellano	n
yagkug1998/9/12	aénts ámpushu	Aguaruna	especie de búho	Castellano	n
yagkug1998/9/12	aénts ámpushu	Aguaruna	su cuello parece tener un collar de dientes	Castellano	n
yagkug1998/9/13	aénts úyu̱sh	Aguaruna	especie de pelejo grande	Castellano	n
yagkug1998/9/13	aénts úyu̱shi	Aguaruna	especie de pelejo grande	Castellano	n
yagkug1998/9/14	aénts	Aguaruna	gente	Castellano	n
yagkug1998/9/14	aénts	Aguaruna	humano	Castellano	n
yagkug1998/9/14	aénts	Aguaruna	persona	Castellano	n
yagkug1998/9/14	aentsú	Aguaruna	gente	Castellano	n
yagkug1998/9/14	aentsú	Aguaruna	humano	Castellano	n
yagkug1998/9/14	aentsú	Aguaruna	persona	Castellano	n
yagkug1998/9/15	aéntset	Aguaruna	hacer cargar	Castellano	v
yagkug1998/9/15	aéntset	Aguaruna	poner carga a la cabeza a otra persona	Castellano	v
yagkug1998/9/15	aéntset	Aguaruna	hacer cargar la canasta	Castellano	v
yagkug1998/9/15	aéntskatasa	Aguaruna	hacer cargar	Castellano	v
yagkug1998/9/15	aéntskatasa	Aguaruna	poner carga a la cabeza a otra persona	Castellano	v
yagkug1998/9/15	aéntskatasa	Aguaruna	hacer cargar la canasta	Castellano	v
yagkug1998/9/15	áentseamu	Aguaruna	hacer cargar	Castellano	v
yagkug1998/9/15	áentseamu	Aguaruna	poner carga a la cabeza a otra persona	Castellano	v
yagkug1998/9/15	áentseamu	Aguaruna	hacer cargar la canasta	Castellano	v
yagkug1998/9/16	aéntsji	Aguaruna	caracter	Castellano	adj
yagkug1998/9/16	aéntsji	Aguaruna	humor	Castellano	adj
yagkug1998/9/16	aéntsji	Aguaruna	su imagen	Castellano	adj
yagkug1998/9/16	aéntsji	Aguaruna	caracter	Castellano	adj
yagkug1998/9/16	aéntsji	Aguaruna	humor	Castellano	adj
yagkug1998/9/16	aéntsji	Aguaruna	su imagen	Castellano	adj
yagkug1998/9/17	aentsmá díit	Aguaruna	dar trato humano sin discriminación	Castellano	adj
yagkug1998/9/17	aentsmá díita	Aguaruna	dar trato humano sin discriminación	Castellano	adj
yagkug1998/9/18	aentsmáegat	Aguaruna	desarrollarse como persona	Castellano	v
yagkug1998/9/18	aentsmáegat	Aguaruna	transformarse en persona	Castellano	v
yagkug1998/9/18	aentsmáegat	Aguaruna	aparecer en forma de persona	Castellano	v
yagkug1998/9/18	aentsmáegatasa	Aguaruna	desarrollarse como persona	Castellano	v
yagkug1998/9/18	aentsmáegatasa	Aguaruna	transformarse en persona	Castellano	v
yagkug1998/9/18	aentsmáegatasa	Aguaruna	aparecer en forma de persona	Castellano	v
yagkug1998/9/18	aéntsmaemau	Aguaruna	desarrollarse como persona	Castellano	v
yagkug1998/9/18	aéntsmaemau	Aguaruna	transformarse en persona	Castellano	v
yagkug1998/9/18	aéntsmaemau	Aguaruna	aparecer en forma de persona	Castellano	v
yagkug1998/9/19	aentsmáegau kúntin	Aguaruna	según la mitología	Castellano	n
yagkug1998/9/19	aentsmáegau kúntin	Aguaruna	animal transformado en persona	Castellano	n
yagkug1998/9/19	aentsmáegau kúntin	Aguaruna	persona transformada en animal	Castellano	n
yagkug1998/9/19	kúntin aentsmáegau	Aguaruna	según la mitología	Castellano	n
yagkug1998/9/19	kúntin aentsmáegau	Aguaruna	animal transformado en persona	Castellano	n
yagkug1998/9/19	kúntin aentsmáegau	Aguaruna	persona transformada en animal	Castellano	n
yagkug1998/9/20	aentsmáegau	Aguaruna	persona desarrollada	Castellano	n
yagkug1998/9/20	aentsmáegau	Aguaruna	persona desarrollada	Castellano	n
yagkug1998/9/21	aentsmámu	Aguaruna	criado por otro	Castellano	n
yagkug1998/9/21	aentsmámu	Aguaruna	criado por otro	Castellano	n
yagkug1998/9/22	aéntsmat	Aguaruna	considerar extraño a un familiar (muchas veces los parientes dejan de considerarse tales para enamorarse o para tener relaciones sexuales)	Castellano	v
yagkug1998/9/22	aentsmátasa	Aguaruna	considerar extraño a un familiar (muchas veces los parientes dejan de considerarse tales para enamorarse o para tener relaciones sexuales)	Castellano	v
yagkug1998/9/22	aéntsmamu	Aguaruna	considerar extraño a un familiar (muchas veces los parientes dejan de considerarse tales para enamorarse o para tener relaciones sexuales)	Castellano	v
yagkug1998/9/23	aepét	Aguaruna	echar un objeto al agua	Castellano	v
yagkug1998/9/23	aepét	Aguaruna	sumergir en el agua	Castellano	v
yagkug1998/9/23	aepét	Aguaruna	hundir en el agua	Castellano	v
yagkug1998/9/23	aepaátasa	Aguaruna	echar un objeto al agua	Castellano	v
yagkug1998/9/23	aepaátasa	Aguaruna	sumergir en el agua	Castellano	v
yagkug1998/9/23	aepaátasa	Aguaruna	hundir en el agua	Castellano	v
yagkug1998/9/23	aépeamu	Aguaruna	echar un objeto al agua	Castellano	v
yagkug1998/9/23	aépeamu	Aguaruna	sumergir en el agua	Castellano	v
yagkug1998/9/23	aépeamu	Aguaruna	hundir en el agua	Castellano	v
yagkug1998/9/24	aepét	Aguaruna	echar algo en el suelo	Castellano	v
yagkug1998/9/24	aepét	Aguaruna	poner en el suelo	Castellano	v
yagkug1998/9/24	aepét	Aguaruna	acostar a otro	Castellano	v
yagkug1998/9/24	aepsátasa	Aguaruna	echar algo en el suelo	Castellano	v
yagkug1998/9/24	aepsátasa	Aguaruna	poner en el suelo	Castellano	v
yagkug1998/9/24	aepsátasa	Aguaruna	acostar a otro	Castellano	v
yagkug1998/9/24	aépeamu	Aguaruna	echar algo en el suelo	Castellano	v
yagkug1998/9/24	aépeamu	Aguaruna	poner en el suelo	Castellano	v
yagkug1998/9/24	aépeamu	Aguaruna	acostar a otro	Castellano	v
yagkug1998/9/25	aéset	Aguaruna	callar a un bebe que está llorando	Castellano	v
yagkug1998/9/25	aéset	Aguaruna	quemar	Castellano	v
yagkug1998/9/25	aéset	Aguaruna	hacer morder al perro	Castellano	v
yagkug1998/9/25	aésatasa	Aguaruna	callar a un bebe que está llorando	Castellano	v
yagkug1998/9/25	aésatasa	Aguaruna	quemar	Castellano	v
yagkug1998/9/25	aésatasa	Aguaruna	hacer morder al perro	Castellano	v
yagkug1998/9/25	áeseamu	Aguaruna	callar a un bebe que está llorando	Castellano	v
yagkug1998/9/25	áeseamu	Aguaruna	quemar	Castellano	v
yagkug1998/9/25	áeseamu	Aguaruna	hacer morder al perro	Castellano	v
yagkug1998/9/26	aéset	Aguaruna	quemar (ejm. quemar cocinando arroz)	Castellano	v
yagkug1998/9/26	aéskatasa	Aguaruna	quemar (ejm. quemar cocinando arroz)	Castellano	v
yagkug1998/9/26	áeseamu	Aguaruna	quemar (ejm. quemar cocinando arroz)	Castellano	v
yagkug1998/9/27	áet	Aguaruna	verde (fruta)	Castellano	adj
yagkug1998/9/27	áet	Aguaruna	inmadura (fruta)	Castellano	adj
yagkug1998/9/27	aéta	Aguaruna	verde (fruta)	Castellano	adj
yagkug1998/9/27	aéta	Aguaruna	inmadura (fruta)	Castellano	adj
yagkug1998/9/28	aétsetse	Aguaruna	según la mitología	Castellano	n
yagkug1998/9/28	aétsetse	Aguaruna	éste era una persona que llegaba de noche en la fiesta de masateo y cortaba la cabeza de la gente que tenía más cabello	Castellano	n
yagkug1998/9/28	aétsetse	Aguaruna	según la mitología	Castellano	n
yagkug1998/9/28	aétsetse	Aguaruna	éste era una persona que llegaba de noche en la fiesta de masateo y cortaba la cabeza de la gente que tenía más cabello	Castellano	n
yagkug1998/9/29	a̱gá̱	Aguaruna	afuera	Castellano	adv
yagkug1998/9/30	agáekiam	Aguaruna	especie de zúngaro con rayas blancas y negras (doncella)	Castellano	n
yagkug1998/9/30	agáekiampa	Aguaruna	especie de zúngaro con rayas blancas y negras (doncella)	Castellano	n
yagkug1998/9/31	agájmau	Aguaruna	escrito	Castellano	adj
yagkug1998/9/31	agájmau	Aguaruna	ejm. libro	Castellano	adj
yagkug1998/9/31	agájmau	Aguaruna	escrito	Castellano	adj
yagkug1998/9/31	agájmau	Aguaruna	ejm. libro	Castellano	adj
yagkug1998/9/32	a̱gánini	Aguaruna	hacia afuera (fuera de un lugar)	Castellano	adv
yagkug1998/9/33	ágat	Aguaruna	escribir	Castellano	v
yagkug1998/9/33	agájtasa	Aguaruna	escribir	Castellano	v
yagkug1998/9/33	ágamu	Aguaruna	escribir	Castellano	v
yagkug1998/9/34	agátai	Aguaruna	lapicero	Castellano	n
yagkug1998/9/34	agátai	Aguaruna	lápiz	Castellano	n
yagkug1998/9/34	agátai	Aguaruna	máquina de escribir	Castellano	n
yagkug1998/9/34	agátai	Aguaruna	cuaderno	Castellano	n
yagkug1998/9/34	agátai	Aguaruna	pizarra (material para escribir)	Castellano	n
yagkug1998/9/34	agátai	Aguaruna	lapicero	Castellano	n
yagkug1998/9/34	agátai	Aguaruna	lápiz	Castellano	n
yagkug1998/9/34	agátai	Aguaruna	máquina de escribir	Castellano	n
yagkug1998/9/34	agátai	Aguaruna	cuaderno	Castellano	n
yagkug1998/9/34	agátai	Aguaruna	pizarra (material para escribir)	Castellano	n
yagkug1998/9/35	agáuch	Aguaruna	afuera (cercano)	Castellano	adv|dimin
yagkug1998/9/35	agáuch	Aguaruna	afuerita	Castellano	adv|dimin
yagkug1998/9/36	a̱gá̱ya	Aguaruna	de afuera	Castellano	adj
yagkug1998/9/36	a̱gá̱ya	Aguaruna	de afuera	Castellano	adj
yagkug1998/9/37	agkaína	Aguaruna	especie de avispa negra grande	Castellano	n
yagkug1998/9/37	agkaína	Aguaruna	su lárva es comestible	Castellano	n
yagkug1998/9/37	agkaína	Aguaruna	especie de avispa negra grande	Castellano	n
yagkug1998/9/37	agkaína	Aguaruna	su lárva es comestible	Castellano	n
yagkug1998/10/1	agkáis	Aguaruna	comunidad en el distrito de nieva	Castellano	n
yagkug1998/10/1	agkáisa	Aguaruna	comunidad en el distrito de nieva	Castellano	n
yagkug1998/10/2	a̱gkáju̱	Aguaruna	vacío	Castellano	adj
yagkug1998/10/2	a̱gkáju̱	Aguaruna	libre	Castellano	adj
yagkug1998/10/2	a̱gkáju̱	Aguaruna	espacio	Castellano	adj
yagkug1998/10/2	a̱gkáju̱	Aguaruna	vacío	Castellano	adj
yagkug1998/10/2	a̱gkáju̱	Aguaruna	libre	Castellano	adj
yagkug1998/10/2	a̱gkáju̱	Aguaruna	espacio	Castellano	adj
yagkug1998/10/3	a̱gkán	Aguaruna	desocupado	Castellano	adj
yagkug1998/10/3	a̱gkán	Aguaruna	independiente	Castellano	adj
yagkug1998/10/3	a̱gkán	Aguaruna	libre	Castellano	adj
yagkug1998/10/3	a̱gkantá	Aguaruna	desocupado	Castellano	adj
yagkug1998/10/3	a̱gkantá	Aguaruna	independiente	Castellano	adj
yagkug1998/10/3	a̱gkantá	Aguaruna	libre	Castellano	adj
yagkug1998/10/4	agkánchau	Aguaruna	ocupado	Castellano	adj
yagkug1998/10/4	agkánchau	Aguaruna	impedido	Castellano	adj
yagkug1998/10/4	agkánchau	Aguaruna	ocupado	Castellano	adj
yagkug1998/10/4	agkánchau	Aguaruna	impedido	Castellano	adj
yagkug1998/10/5	a̱gkánjam	Aguaruna	soltera	Castellano	n
yagkug1998/10/5	a̱gkánjam	Aguaruna	sin compromiso	Castellano	n
yagkug1998/10/5	a̱gkanjáma	Aguaruna	soltera	Castellano	n
