@date: 2014-07-03
@url: http://www.quanthistling.info/data/source/mori1981/dictionary-1-78.html
@source_title: Glosario Aguaruna-Castellano
@source_author: Mori, Angel Corbera
@source_year: 1981
QLCID	HEAD	HEAD_DOCULECT	TRANSLATION	TRANSLATION_DOCULECT	POS
mori1981/4/11	ámpuj	Aguaruna	barriga	Castellano	n
mori1981/4/11	ámpuj	Aguaruna	intestinos	Castellano	n
mori1981/4/11	ámpuj	Aguaruna	tripas	Castellano	n
mori1981/4/11	ampujá	Aguaruna	barriga	Castellano	n
mori1981/4/11	ampujá	Aguaruna	intestinos	Castellano	n
mori1981/4/11	ampujá	Aguaruna	tripas	Castellano	n
mori1981/4/12	ampúya	Aguaruna	venado chico (especie)	Castellano	n
mori1981/4/13	amúmat	Aguaruna	atascarse	Castellano	verb
mori1981/4/14	amúntsut	Aguaruna	dar de beber (a alguien)	Castellano	verb
mori1981/4/15	ámut	Aguaruna	dar a tomar un líquido	Castellano	verb
mori1981/4/15	ámut	Aguaruna	dar de beber	Castellano	verb
mori1981/4/16	amút	Aguaruna	terminar	Castellano	verb
mori1981/4/16	amút	Aguaruna	acabar	Castellano	verb
mori1981/4/17	amujmát	Aguaruna	inundar	Castellano	verb
mori1981/4/18	amutín	Aguaruna	fangoso	Castellano	adj
mori1981/4/19	anágke	Aguaruna	soga	Castellano	n
mori1981/4/20	anágmat	Aguaruna	culparse	Castellano	verb
mori1981/4/20	anágmat	Aguaruna	excusarse	Castellano	verb
mori1981/4/21	anájmamu	Aguaruna	promesa	Castellano	n
mori1981/4/21	anájmamu	Aguaruna	compromiso (para casarse). culpa	Castellano	n
mori1981/4/22	anamát	Aguaruna	calentarse	Castellano	verb
mori1981/4/23	anát	Aguaruna	asolear	Castellano	verb
mori1981/4/24	antái	Aguaruna	soga donde se seca la ropa	Castellano	n
mori1981/4/25	anáyat	Aguaruna	cf	Castellano	verb
mori1981/4/26	ánchĩ	Aguaruna	tábano	Castellano	n
mori1981/4/27	ánenjut	Aguaruna	hacer una canción de amor	Castellano	verb
mori1981/4/28	ánenta	Aguaruna	canción de amor	Castellano	n
mori1981/5/1	anentái	Aguaruna	corazón	Castellano	n
mori1981/5/2	anentáimat	Aguaruna	pensar	Castellano	verb
mori1981/5/2	anentáimat	Aguaruna	meditar	Castellano	verb
mori1981/5/3	anentáinchau	Aguaruna	zonzo	Castellano	adj
mori1981/5/4	ánet	Aguaruna	adj. pena	Castellano	n
mori1981/5/5	ánit	Aguaruna	cuesta	Castellano	n
mori1981/5/5	ánit	Aguaruna	subida (de un cerro)	Castellano	n
mori1981/5/5	ánita	Aguaruna	cuesta	Castellano	n
mori1981/5/5	ánita	Aguaruna	subida (de un cerro)	Castellano	n
mori1981/5/6	antít	Aguaruna	topar	Castellano	verb
mori1981/5/6	antít	Aguaruna	sentir	Castellano	verb
mori1981/5/7	ántut	Aguaruna	escuchar	Castellano	verb
mori1981/5/7	ántut	Aguaruna	oír. antúkta '¡escucha	Castellano	verb
mori1981/5/7	ántut	Aguaruna	oye!'	Castellano	verb
mori1981/5/7	ántut	Aguaruna	ántachu 'no oye	Castellano	verb
mori1981/5/8	anú	Aguaruna	esa	Castellano	demos
mori1981/5/8	anú	Aguaruna	ése. anú hápa 'ese venado'	Castellano	demos
mori1981/5/8	anú	Aguaruna	anuká '¿ese	Castellano	demos
mori1981/5/8	anú	Aguaruna	ésa?'	Castellano	demos
mori1981/5/9	anuí	Aguaruna	allí	Castellano	adv
mori1981/5/10	anújtut	Aguaruna	remendar	Castellano	verb
mori1981/5/11	anúmat	Aguaruna	atracar	Castellano	verb
mori1981/5/11	anúmat	Aguaruna	bordear	Castellano	verb
mori1981/5/12	anumtái	Aguaruna	puerto	Castellano	n
mori1981/5/13	ánuntai	Aguaruna	popa	Castellano	n
mori1981/5/13	ánuntai	Aguaruna	popero	Castellano	n
mori1981/5/14	ánuntat	Aguaruna	manejar la canoa	Castellano	verb
mori1981/5/14	ánuntut	Aguaruna	manejar la canoa	Castellano	verb
mori1981/5/15	ánuntai	Aguaruna	popa	Castellano	n
mori1981/5/15	ánuntai	Aguaruna	hacer funciones de popero	Castellano	n
mori1981/5/16	ánuntuk	Aguaruna	persona	Castellano	n
mori1981/5/16	ánuntuk	Aguaruna	guía de la canoa	Castellano	n
mori1981/5/17	anutút	Aguaruna	pegar o remendar	Castellano	verb
mori1981/5/18	anuúmat	Aguaruna	atracar en un puerto	Castellano	verb
mori1981/5/19	anuúmtai	Aguaruna	puerto	Castellano	n
mori1981/5/20	apách	Aguaruna	término de parentesco	Castellano	n
mori1981/5/21	apái	Aguaruna	sachamango	Castellano	n
mori1981/5/22	ápat	Aguaruna	masticar	Castellano	verb
mori1981/5/23	apát	Aguaruna	coser	Castellano	verb
mori1981/5/24	apát mamkáu	Aguaruna	mujeriego	Castellano	adj
mori1981/5/25	apawá	Aguaruna	término de parentesco	Castellano	n
mori1981/5/25	apawá	Aguaruna	forma vocativa	Castellano	n
mori1981/5/26	apét	Aguaruna	quemar cf	Castellano	verb
mori1981/5/27	apíj	Aguaruna	bosque	Castellano	n
mori1981/5/27	apigkáj	Aguaruna	bosque	Castellano	n
mori1981/5/28	apajũí	Aguaruna	la traducción más aceptable es 'nuestro padre'. "es el término adoptado por los misioneros católi cos para nombrar a dios. es discutible que se tra te del dios tradicional de la creación	Castellano	n
mori1981/5/28	apajũí	Aguaruna	o de una especie de "deus otiosus" (m. gar.-rendueles)". por su parte el p. josé m. guallart dice: "apajuí" preside ciertos fenómenos geológicos	Castellano	n
mori1981/5/28	apajũí	Aguaruna	temblores telúricos	Castellano	n
mori1981/5/29	apijín	Aguaruna	tejedor	Castellano	n
mori1981/6/1	apijút	Aguaruna	coser	Castellano	verb
mori1981/6/1	apijút	Aguaruna	remendar	Castellano	verb
mori1981/6/2	apíjut	Aguaruna	doblar	Castellano	verb
mori1981/6/3	ápu	Aguaruna	jefe de una comunidad nativa o de un clan familiar	Castellano	n
mori1981/6/3	ápu	Aguaruna	cacique	Castellano	n
mori1981/6/4	apújut	Aguaruna	etc	Castellano	verb
mori1981/6/4	apújut	Aguaruna	colocarse la camisa, el reloj	Castellano	verb
mori1981/6/4	apújut	Aguaruna	ponerse	Castellano	verb
mori1981/6/5	apújtai	Aguaruna	sitio	Castellano	n
mori1981/6/5	apújtai	Aguaruna	lugar para colocar	Castellano	n
mori1981/6/5	apújtai	Aguaruna	poner algún objeto. ejemplo: ropa	Castellano	n
mori1981/6/5	apújtai	Aguaruna	lanza	Castellano	n
mori1981/6/6	apúupu	Aguaruna	pez (especie)	Castellano	n
mori1981/6/7	aséj	Aguaruna	pequeña piedra que sirve para sacar candela	Castellano	n
mori1981/6/8	asépat	Aguaruna	abrigarse	Castellano	v
mori1981/6/9	ashantá	Aguaruna	esposa	Castellano	n
mori1981/6/10	ashí	Aguaruna	todo	Castellano	adj
mori1981/6/11	ashimát	Aguaruna	terminar	Castellano	verb
mori1981/6/11	ashimát	Aguaruna	acabar	Castellano	verb
mori1981/6/11	ashimát	Aguaruna	disminuir	Castellano	verb
mori1981/6/12	ashímat	Aguaruna	el último hijo	Castellano	n
mori1981/6/13	aták	Aguaruna	otra vez	Castellano	adv
mori1981/6/13	aták	Aguaruna	después	Castellano	adv
mori1981/6/13	aták	Aguaruna	a veces. pujumatá kumpa	Castellano	adv
mori1981/6/13	aták	Aguaruna	aták wainimi 'adiós amigo	Castellano	adv
mori1981/6/14	atakuínat	Aguaruna	resbalar	Castellano	verb
mori1981/6/15	atásh	Aguaruna	gallina	Castellano	n
mori1981/6/15	atashú	Aguaruna	gallina	Castellano	n
mori1981/6/16	atásh áyum	Aguaruna	gallo	Castellano	n
mori1981/6/17	atásh núwa	Aguaruna	gallina	Castellano	n
mori1981/6/18	atashú sampajĩ́	Aguaruna	cresta del gallo	Castellano	n
mori1981/6/18	atashú sampajĩ́	Aguaruna	gallina	Castellano	n
mori1981/6/19	atashú uchuchíjĩ	Aguaruna	pollito	Castellano	n
mori1981/6/20	átatanch	Aguaruna	libélula (caballito del diablo)	Castellano	n
mori1981/6/21	atéktut	Aguaruna	incubar	Castellano	n
mori1981/6/21	atéktut	Aguaruna	empollar	Castellano	n
mori1981/6/22	atít	Aguaruna	desatar	Castellano	verb
mori1981/6/22	atít	Aguaruna	desamarrar	Castellano	verb
mori1981/6/23	átum	Aguaruna	ustades	Castellano	propers
mori1981/6/24	atúmdau	Aguaruna	vuestro	Castellano	poses
mori1981/6/24	atúmdau	Aguaruna	es de ustedes	Castellano	poses
mori1981/6/25	atúshat	Aguaruna	lejos	Castellano	adv
mori1981/6/25	atúshat	Aguaruna	distante	Castellano	adv
mori1981/6/25	atúshat	Aguaruna	a gran distancia. atúshat éntsa majanú 'lejos	Castellano	adv
mori1981/6/26	wéta	Aguaruna	irse lejos	Castellano	verb
mori1981/7/1	atúmat	Aguaruna	apoyarse	Castellano	verb
mori1981/7/1	atúmat	Aguaruna	arrimarse	Castellano	verb
mori1981/7/2	atút	Aguaruna	apoyar. por ejemplo	Castellano	verb
mori1981/7/3	atsá	Aguaruna	no. atsá	Castellano	neg
mori1981/7/3	atsá	Aguaruna	dekátsjai 'no	Castellano	neg
mori1981/7/3	atsá	Aguaruna	no lo sé'. atsá	Castellano	neg
mori1981/7/3	atsá	Aguaruna	takáatsjai 'no	Castellano	neg
mori1981/7/3	atsá	Aguaruna	no trabajo'. atsá	Castellano	neg
mori1981/7/3	atsá	Aguaruna	pujátsui 'no	Castellano	neg
mori1981/7/4	atsá atsá	Aguaruna	todavía	Castellano	adv
mori1981/7/5	atsáu	Aguaruna	no hay	Castellano	neg
mori1981/7/5	atsáu	Aguaruna	ausente. mína buchák atsáu 'no tengo ropa de mujer'. aháa atsáwai	Castellano	neg
mori1981/7/5	atsáu	Aguaruna	máma imáchik áwai atásh yapájuinawai 'no hay maíz	Castellano	neg
mori1981/7/5	atsáu	Aguaruna	hay poca yuca	Castellano	neg
mori1981/7/6	aúj	Aguaruna	aguja	Castellano	n
mori1981/7/7	áujmat	Aguaruna	contar un cuento	Castellano	verb
mori1981/7/8	áujmatbau	Aguaruna	cuento	Castellano	n
mori1981/7/8	áujmatmau	Aguaruna	cuento	Castellano	n
mori1981/7/9	áujmatut	Aguaruna	contar un cuento	Castellano	verb
mori1981/7/10	áujtai	Aguaruna	escuela	Castellano	n
mori1981/7/10	áujtai	Aguaruna	sitio	Castellano	n
mori1981/7/11	áujut	Aguaruna	leer	Castellano	verb
mori1981/7/11	áujut	Aguaruna	estudiar	Castellano	verb
mori1981/7/12	áunta	Aguaruna	escarabajo (torito)	Castellano	n
mori1981/7/13	aúnts	Aguaruna	pucacunga (especie de ave). gallinácea sivestre de color ceniciento	Castellano	n
mori1981/7/13	aúnts	Aguaruna	cresta roja	Castellano	n
mori1981/7/13	aúnts	Aguaruna	cuello rojo	Castellano	n
mori1981/7/14	awaámajũ	Aguaruna	peluca	Castellano	n
mori1981/7/14	awaámajũ	Aguaruna	"peluquiado"	Castellano	n
mori1981/7/15	awaámat	Aguaruna	cortarse el pelo	Castellano	verb
mori1981/7/15	awaámat	Aguaruna	"peluquiarse"	Castellano	verb
mori1981/7/16	áwai	Aguaruna	hay	Castellano	verb
mori1981/7/16	áwai	Aguaruna	haber	Castellano	verb
mori1981/7/17	awágkat	Aguaruna	sobreviga	Castellano	n
mori1981/7/18	awágket	Aguaruna	enganchar	Castellano	verb
mori1981/7/18	awágket	Aguaruna	colgar	Castellano	verb
mori1981/7/19	awajígku	Aguaruna	abanico	Castellano	n
mori1981/7/19	awájuk	Aguaruna	abanico	Castellano	n
mori1981/7/20	awajún	Aguaruna	aguaruna	Castellano	n
mori1981/7/21	chícham	Aguaruna	lengna aguaruna	Castellano	n
mori1981/7/22	ãwãke	Aguaruna	al revés	Castellano	adj
mori1981/7/23	awáket	Aguaruna	devolver	Castellano	verb
mori1981/7/24	awántak	Aguaruna	afuera	Castellano	adv
mori1981/7/24	awántak	Aguaruna	encima	Castellano	adv
mori1981/7/24	awántak	Aguaruna	lo que no está profundo	Castellano	adv
mori1981/7/25	awántat	Aguaruna	abanicar. agitar el abanico para echar aire	Castellano	verb
mori1981/7/26	awántumat	Aguaruna	abaricarse (entre varios)	Castellano	verb
mori1981/8/1	awántumau	Aguaruna	nominalización del verbo abanicar	Castellano	n
mori1981/8/2	awántut	Aguaruna	abanicar	Castellano	verb
mori1981/8/2	awántut	Aguaruna	avivar la candela con un abanico	Castellano	verb
mori1981/8/3	awatái	Aguaruna	campana	Castellano	n
mori1981/8/4	awátbau	Aguaruna	herida	Castellano	n
mori1981/8/5	awatmámat	Aguaruna	herir(se)	Castellano	verb
mori1981/8/6	awatmámbau	Aguaruna	adj	Castellano	n
mori1981/8/7	awatút	Aguaruna	golpear	Castellano	verb
mori1981/8/7	awatút	Aguaruna	tocar (tambor)	Castellano	verb
mori1981/8/8	awéj	Aguaruna	término de parentesco	Castellano	n
mori1981/8/9	awémat	Aguaruna	mandar	Castellano	verb
mori1981/8/9	awémat	Aguaruna	enviar a alguien para que traiga algo	Castellano	verb
mori1981/8/10	awémamu	Aguaruna	mandato	Castellano	n
mori1981/8/10	awémamu	Aguaruna	encargo	Castellano	n
mori1981/8/11	awímat	Aguaruna	sacarse la camisa	Castellano	verb
mori1981/8/11	awímat	Aguaruna	desvestirse	Castellano	verb
mori1981/8/12	ayájkamu	Aguaruna	pedazo	Castellano	n
mori1981/8/13	ayákbau	Aguaruna	esposa	Castellano	n
mori1981/8/14	ayámat	Aguaruna	descansar	Castellano	verb
mori1981/8/15	ayámjumat	Aguaruna	defender(se)	Castellano	verb
mori1981/8/15	ayámjut	Aguaruna	defender(se)	Castellano	verb
mori1981/8/16	ayámtai	Aguaruna	lugar de descanso. "pequeña choza de forma generalmente circular	Castellano	n
mori1981/8/16	ayámtai	Aguaruna	con las paredes recubier tas de hojas de palmera para evitar que la luz penetre. se construye en lugares apartados y se utiliza como retiro para las tomas rituales de alucinógenos. en caso de fallecimiento de un gran guerrero se utiliza también como enterramiento. el cadáver se deja sentado en un chimpuí con la lanza entre sus manos y sus adornos rituales" (m. gar. rendueles)	Castellano	n
mori1981/8/17	ayantát	Aguaruna	voltear	Castellano	verb
mori1981/8/18	ayáwai	Aguaruna	hay	Castellano	verb
mori1981/8/18	ayáwai	Aguaruna	haber	Castellano	verb
mori1981/8/19	ayú	Aguaruna	ya	Castellano	adv
mori1981/8/19	ayú	Aguaruna	bueno. ayú	Castellano	adv
mori1981/8/19	ayú	Aguaruna	ayú	Castellano	adv
mori1981/8/19	ayú	Aguaruna	pujumatjái 'bien	Castellano	adv
mori1981/8/19	ayú	Aguaruna	bien	Castellano	adv
mori1981/8/20	ayújmamat	Aguaruna	alimentarse	Castellano	verb
mori1981/8/21	ayújut	Aguaruna	alimentar	Castellano	verb
mori1981/8/21	ayújut	Aguaruna	dar comida a una persona	Castellano	verb
mori1981/8/22	ayumpújĩ	Aguaruna	jefe (en las aves)	Castellano	n
mori1981/9/1	bachíg	Aguaruna	mono martín	Castellano	n
mori1981/9/1	bachigkí	Aguaruna	mono martín	Castellano	n
mori1981/9/2	báchit	Aguaruna	machete	Castellano	n
mori1981/9/3	bága	Aguaruna	bayuca (gusano negro que cuando pica produce fuer te escozor)	Castellano	n
mori1981/9/4	baít	Aguaruna	locrero chico (especie de ave). también se le cono ce con el nombre de vacamuchacho	Castellano	n
mori1981/9/5	baká	Aguaruna	vaca	Castellano	n
mori1981/9/5	baká	Aguaruna	ganado vacuno	Castellano	n
mori1981/9/6	bakáu	Aguaruna	cacao	Castellano	n
mori1981/9/7	bákich	Aguaruna	shacapa (hecho de nueces). "nombre indíge na de una especie vegetal del oriente	Castellano	n
mori1981/9/7	bákich	Aguaruna	sus frutos son venenosos	Castellano	n
mori1981/9/7	bákich	Aguaruna	sus semillas las utilizan los indí genas como cascabeles	Castellano	n
mori1981/9/7	bakícha	Aguaruna	shacapa (hecho de nueces). "nombre indíge na de una especie vegetal del oriente	Castellano	n
mori1981/9/7	bakícha	Aguaruna	sus frutos son venenosos	Castellano	n
mori1981/9/7	bakícha	Aguaruna	sus semillas las utilizan los indí genas como cascabeles	Castellano	n
mori1981/9/8	bákin	Aguaruna	avión	Castellano	n
mori1981/9/9	báku	Aguaruna	músculo	Castellano	n
mori1981/9/9	báku	Aguaruna	pierna	Castellano	n
mori1981/9/9	báku	Aguaruna	horcón	Castellano	n
mori1981/9/10	báku sapágket	Aguaruna	cruzar la pierna	Castellano	verb
mori1981/9/11	báshu	Aguaruna	paujil. mitu mitu fam. cracidae. "especie de gallinácea	Castellano	n
